Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),distance_km,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter
37,4.7,28,7.683744768651734,False,False,False,True,False,False
31,4.6,25,10.564409665969961,False,False,True,False,True,False
37,4.9,26,20.206804295781904,True,False,False,False,False,True
27,5.0,10,10.255386767982358,True,False,False,False,True,False
26,4.2,22,3.109096155702646,False,False,False,False,True,False
29,4.6,32,6.03744523636816,True,False,False,False,False,True
31,4.4,46,12.074377562049364,False,False,True,False,True,False
24,4.5,26,9.314907489514155,False,True,False,False,False,True
33,4.6,29,7.448086298120235,False,True,False,False,False,True
38,4.9,20,7.6838087174265155,False,False,True,True,False,False
38,5.0,28,13.583143866695133,False,False,False,False,False,True
26,4.8,36,14.022182614282947,False,False,True,False,True,False
32,5.0,11,9.055848504226429,False,True,False,False,True,False
30,4.4,33,17.137487720369517,False,False,True,False,True,False
33,4.9,25,20.17900385808542,True,False,False,False,True,False
23,5.0,24,6.119866712015615,False,False,True,False,True,False
29,4.7,24,3.0594433388972146,True,False,False,False,True,False
27,4.5,34,19.688308620509062,False,True,False,False,True,False
29,4.8,16,3.0611340136861775,True,False,False,False,False,True
35,4.8,28,1.5580865162468949,False,False,True,False,False,True
23,4.7,19,3.0646598407974865,False,False,True,False,True,False
33,4.9,43,19.83962567958235,False,False,False,False,True,False
38,4.9,48,19.471476176410082,False,False,True,False,True,False
39,4.8,15,1.5147941817694572,False,False,True,True,False,False
29,4.6,26,4.596317855297838,False,False,False,False,False,True
33,4.9,18,19.364487993280896,False,True,False,True,False,False
36,4.7,32,9.31544163550089,False,False,False,False,False,True
36,4.9,23,1.5147861398649296,True,False,False,False,False,True
32,5.0,25,4.560890658020926,True,False,False,False,True,False
38,4.7,28,3.0407893988053885,True,False,False,False,True,False
23,5.0,22,10.641495972351702,False,True,False,False,True,False
29,4.8,12,7.772809995408273,True,False,False,False,False,True
38,4.1,47,12.072385194581402,False,True,False,False,True,False
29,4.6,15,1.5368503798521727,False,False,True,False,True,False
38,4.3,33,12.435401342193114,False,False,False,False,False,True
31,4.4,27,1.536906134034303,False,False,False,False,True,False
37,5.0,21,17.09838536204264,False,True,False,True,False,False
31,5.0,26,12.421212735966003,False,False,True,True,False,False
31,4.5,20,13.789707457540985,True,False,False,True,False,False
35,4.3,34,6.037544630194255,True,False,False,False,True,False
34,4.7,27,11.905076836019434,False,False,False,False,False,True
21,4.6,16,3.0611340136861775,True,False,False,False,True,False
31,4.6,29,3.040641621538495,False,False,True,False,False,True
25,5.0,17,9.316114128266733,False,True,False,False,True,False
30,4.9,22,9.348052751110616,True,False,False,False,True,False
26,4.9,26,20.831238225667928,False,False,True,False,True,False
32,4.9,28,1.5581322655568652,True,False,False,False,True,False
25,4.8,24,9.314920531574971,False,False,True,False,True,False
32,4.5,29,10.757499697083244,False,False,False,False,False,True
30,4.9,24,17.073813051007523,False,False,True,False,False,True
38,4.2,42,13.76661690820274,False,True,False,False,True,False
25,4.6,17,19.36320422209685,False,True,False,False,True,False
30,4.6,18,20.180908601250216,True,False,False,False,True,False
24,4.7,25,17.07353769061412,False,False,True,False,False,True
28,4.6,15,1.5094383155993516,False,False,False,False,False,True
38,4.9,25,7.649724402449684,False,True,False,False,True,False
23,4.7,27,10.703215446671857,False,True,False,False,False,True
23,5.0,21,19.627213905767878,False,False,True,False,True,False
36,3.8,36,10.757108800258132,True,False,False,False,True,False
20,4.8,31,13.735953712154569,False,False,True,False,True,False
20,4.8,15,19.617929437389435,False,False,False,False,True,False
23,4.6,28,13.90269207363203,True,False,False,False,True,False
35,4.9,26,19.67263631357683,False,False,False,False,False,True
27,4.9,12,9.326616348118742,False,True,False,False,False,True
26,4.6,31,12.419724873245404,False,True,False,False,False,True
36,4.1,39,12.417792351617555,False,False,False,False,True,False
26,5.0,17,9.121375406203297,False,False,False,False,False,True
24,4.8,23,6.232177403679017,False,False,False,False,True,False
39,3.5,40,12.16145053143676,False,True,False,False,False,True
35,4.9,25,6.232150258829198,False,False,True,False,True,False
37,4.3,35,6.209476177667662,False,False,False,False,False,True
25,4.5,30,7.448937379729502,False,False,False,False,True,False
22,4.6,20,6.116971669682334,False,True,False,False,True,False
34,4.7,25,12.101403911098705,False,True,False,False,False,True
20,4.9,15,13.9707596607468,False,False,False,False,False,True
28,4.6,18,3.0186622920269803,False,False,False,False,True,False
24,4.8,35,19.916122613819716,True,False,False,False,True,False
32,4.7,26,13.830131455506187,False,True,False,False,True,False
32,3.9,32,13.611428630407849,False,False,True,False,True,False
34,4.5,29,6.217860329667253,False,False,True,False,True,False
36,4.2,35,6.0588489445304,False,False,False,False,True,False
35,4.8,23,3.1089881501684506,False,True,False,False,False,True
26,4.8,22,4.663310851898783,False,False,False,False,True,False
31,4.4,33,6.116387229265562,False,False,False,False,False,True
22,4.6,12,6.037614687084906,False,False,False,False,False,True
29,5.0,16,20.181161774852512,False,False,True,False,False,True
20,4.1,16,3.116248509790061,False,False,True,False,True,False
36,4.4,48,12.161009703058534,True,False,False,False,True,False
32,4.5,25,6.080891507842322,False,False,False,False,True,False
35,4.5,27,9.314781588433535,False,True,False,False,False,True
27,4.7,24,13.631343698142908,False,True,False,False,True,False
31,4.9,31,19.36320422209685,False,False,False,True,False,False
30,4.6,25,1.55813398149798,False,False,False,False,True,False
23,4.3,39,13.829314445199353,False,False,False,False,False,True
24,4.9,33,19.91300954559314,True,False,False,False,True,False
30,4.9,27,2.9962278180180206,True,False,False,True,False,False
29,4.8,19,3.1046320933512375,False,True,False,False,True,False
31,4.7,34,5.9687903256445685,False,True,False,True,False,False
21,4.9,19,1.5523182877499084,True,False,False,True,False,False
20,4.8,26,3.0182264849996012,False,False,True,False,False,True
22,4.6,27,19.76106632827125,True,False,False,True,False,False
24,4.6,26,19.83957311102516,False,False,True,False,False,True
37,4.6,34,1.5128534404983927,False,True,False,False,False,True
28,5.0,11,6.105332732525651,False,True,False,False,False,True
20,4.7,14,3.0736336615831137,False,False,True,False,True,False
36,4.6,31,6.232373004507649,False,False,True,False,False,True
24,4.6,14,6.117219095561938,False,False,False,False,False,True
20,4.9,22,7.601066543768378,True,False,False,False,False,True
39,4.8,10,3.0732024062611822,False,False,False,False,True,False
32,4.2,40,16.381598593369365,False,False,False,False,True,False
20,4.7,24,6.117761953594232,False,True,False,False,False,True
30,5.0,33,5.958965689667193,False,False,False,False,True,False
26,4.6,13,7.66101794664148,False,False,True,True,False,False
25,4.5,16,3.1047859175295125,False,False,False,False,True,False
25,4.7,25,7.546888128063204,False,False,False,False,False,True
37,4.6,54,12.435540495461442,False,False,True,False,True,False
26,4.9,10,1.488303917226356,True,False,False,False,False,True
21,4.0,31,12.293290453033771,False,True,False,True,False,False
28,4.3,32,8.790530378465348,False,False,False,False,False,True
37,4.9,17,7.763183552897837,False,False,True,False,False,True
29,4.6,17,3.105049191152739,False,True,False,False,False,True
24,4.6,26,4.674184358398377,False,False,True,False,False,True
38,4.9,53,12.29361121840287,False,False,True,False,True,False
37,4.6,28,10.642283429605715,True,False,False,False,False,True
38,4.8,18,1.529743511582863,False,False,True,False,False,True
38,4.5,30,12.256321133212229,False,True,False,False,True,False
39,3.7,37,12.25701219409813,True,False,False,False,True,False
29,4.6,25,7.683355299930933,False,False,False,False,False,True
29,4.6,20,4.537553114731602,True,False,False,False,False,True
29,4.6,21,12.419572625827143,False,False,False,False,False,True
32,4.1,34,5.992261339612392,False,False,True,False,True,False
20,4.9,15,7.489922545713147,False,False,False,False,True,False
25,5.0,29,4.656983638230308,False,False,True,False,True,False
28,4.7,17,1.5606496923639468,False,False,False,False,False,True
39,4.1,33,20.087481165167556,False,True,False,True,False,False
27,5.0,21,4.656983638230308,False,False,False,False,True,False
29,4.6,26,8.78997798960583,False,False,True,True,False,False
35,4.8,42,12.419634114062013,False,False,True,False,True,False
26,4.9,22,9.05586019430546,True,False,False,False,False,True
28,4.7,35,12.234822044206023,False,False,False,False,True,False
39,4.7,28,13.217038837661589,False,False,False,False,True,False
36,4.7,29,6.232177403679017,False,True,False,False,True,False
39,4.7,27,6.0811084845161325,True,False,False,False,True,False
35,4.9,35,1.5125976112065025,True,False,False,False,True,False
35,4.7,26,4.610120317988261,False,False,False,False,False,True
31,4.2,32,1.5580833985948437,True,False,False,False,False,True
21,4.9,36,19.68777669417997,True,False,False,False,True,False
35,4.9,18,4.469162258883671,False,False,True,True,False,False
34,4.6,30,9.326113870789774,True,False,False,False,True,False
29,4.1,31,10.866277692518308,False,True,False,False,True,False
23,4.8,13,1.5323596444882273,True,False,False,False,True,False
29,4.6,17,19.36342948174777,False,False,True,False,False,True
24,5.0,25,4.469557550709276,False,True,False,False,True,False
22,4.6,18,10.710903359654202,False,False,False,True,False,False
38,4.7,29,3.0250863295462396,False,False,True,False,True,False
29,5.0,17,9.316114128266733,True,False,False,False,True,False
22,5.0,15,1.5525629397903205,False,False,True,False,True,False
21,4.9,30,4.537394871786294,True,False,False,False,False,True
25,4.9,21,1.5524290130723983,False,False,True,False,False,True
32,4.8,17,10.88107784923287,False,False,True,False,False,True
20,4.7,30,4.6103798439313035,False,False,False,False,True,False
37,4.8,10,1.5126917819914392,False,True,False,False,False,True
29,4.6,26,12.209411273075192,True,False,False,False,True,False
36,4.4,33,7.683892680377775,False,True,False,False,False,True
29,4.5,13,9.315745106316243,False,False,True,False,True,False
33,4.7,38,13.989146264477116,False,False,False,False,False,True
31,4.7,23,6.147092755626801,False,False,True,False,True,False
30,4.6,33,7.660582694185052,True,False,False,False,True,False
38,4.9,16,9.075521306663484,True,False,False,False,False,True
35,4.9,17,4.469557550709276,True,False,False,False,False,True
20,4.8,21,16.821912713961545,False,False,False,False,True,False
38,4.0,33,9.31399060766806,True,False,False,False,True,False
30,4.3,33,11.916235157217862,False,False,True,False,False,True
27,4.9,28,9.157664297604244,False,True,False,False,True,False
39,4.9,28,9.348109676504626,False,False,True,False,True,False
35,4.2,31,5.8603695746489475,True,False,False,False,True,False
32,5.0,27,1.4899271643865588,False,False,True,False,False,True
31,4.0,34,13.582511011042971,True,False,False,False,True,False
32,4.7,15,13.968990746015168,False,True,False,False,False,True
29,4.9,10,7.325604384960363,False,False,True,False,True,False
34,4.7,33,7.562267471532845,False,False,False,False,True,False
37,4.6,45,10.428102699087153,False,False,False,False,True,False
36,3.5,34,13.789485363023294,False,False,True,False,True,False
32,4.6,28,9.055364789945113,False,False,False,False,True,False
21,4.8,17,19.618645096414927,False,False,False,True,False,False
37,5.0,33,3.0733972976360437,True,False,False,False,False,True
34,4.0,44,12.294166376369665,True,False,False,False,True,False
28,4.9,25,11.91712870001259,False,False,False,False,False,True
33,4.9,15,3.0644047273699666,False,False,False,False,False,True
32,4.8,29,4.610120317988261,True,False,False,False,True,False
32,4.7,36,16.635451215537916,True,False,False,False,True,False
35,4.6,30,19.68841340777118,False,False,False,False,True,False
37,4.8,28,4.528162065607132,True,False,False,False,True,False
31,4.9,37,12.43584244017328,True,False,False,False,False,True
21,4.8,22,9.15769392685663,True,False,False,False,False,True
36,4.9,26,20.18093693173923,True,False,False,False,True,False
27,3.7,47,3.04081604085675,False,True,False,False,True,False
20,4.6,37,17.13783007771357,False,False,False,False,True,False
32,4.8,21,7.790426271963797,True,False,False,True,False,False
36,4.7,38,10.866261860714015,False,True,False,False,True,False
27,4.6,12,16.636808584025776,False,False,False,True,False,False
26,4.7,16,17.0970739431768,False,False,False,True,False,False
20,4.7,11,16.847895631642253,False,False,True,False,True,False
37,4.5,29,1.5544658156545266,False,False,True,False,True,False
24,4.9,18,1.5321547990764786,True,False,False,False,True,False
36,4.1,21,1.5128534404983927,True,False,False,False,True,False
28,4.5,19,3.1051141624973875,False,True,False,False,True,False
29,4.8,21,16.787874845260117,False,False,True,True,False,False
23,4.8,26,9.178296996538572,False,False,False,False,True,False
27,4.6,24,12.233735310134827,False,True,False,False,True,False
24,4.9,21,19.762382255532906,True,False,False,False,True,False
28,5.0,11,9.075387359616569,True,False,False,False,True,False
26,5.0,35,4.470286489434607,False,False,False,False,True,False
36,4.6,31,4.610120317988261,False,True,False,False,True,False
36,4.4,31,6.120777222727992,False,True,False,False,False,True
33,4.9,27,10.60216485230212,False,True,False,False,True,False
39,4.8,15,3.025656084205931,False,True,False,False,True,False
30,4.7,27,1.5526968797445755,True,False,False,False,True,False
28,4.6,18,3.0251533668867396,True,False,False,False,False,True
24,4.8,26,20.5069199439073,False,True,False,False,False,True
39,4.5,25,20.17741678822261,False,True,False,False,True,False
26,4.7,26,4.5883872060778055,False,False,True,False,True,False
27,5.0,27,6.210169290102755,False,True,False,True,False,False
33,4.8,18,16.63541627418215,False,True,False,False,False,True
34,4.2,46,4.674341511234465,False,False,True,False,True,False
29,4.8,39,17.073813051007523,True,False,False,False,False,True
31,5.0,32,4.674172124263269,False,False,True,False,True,False
32,3.7,35,13.63090323633241,False,True,False,False,False,True
26,4.9,27,2.9765891396437967,False,False,True,False,True,False
29,4.6,29,1.5545625412407003,False,True,False,False,False,True
20,4.8,29,20.857115324129595,False,False,True,False,False,True
23,4.6,24,10.602467987619507,False,False,False,False,False,True
27,5.0,17,1.4898458841183333,False,False,False,False,True,False
25,4.9,12,3.1089883297657854,True,False,False,False,False,True
39,4.8,29,20.17918820668875,False,False,True,False,True,False
21,4.9,15,3.1161417126181274,False,False,True,False,False,True
30,4.5,37,10.641925519431222,True,False,False,True,False,False
24,4.7,13,7.567428130430248,False,True,False,False,False,True
39,4.6,34,6.128501214162246,False,False,False,False,True,False
28,4.8,29,10.756961091860271,True,False,False,False,False,True
28,4.8,15,19.974163074784503,False,True,False,False,True,False
35,5.0,48,4.663544352411129,False,False,True,False,True,False
25,4.9,21,13.611428630407849,False,False,True,False,True,False
25,4.4,15,9.220881802736846,True,False,False,False,True,False
36,4.8,27,1.465158713283059,False,True,False,False,True,False
21,4.6,22,8.937863682516157,False,False,True,False,True,False
26,4.5,12,1.552331352726081,False,True,False,False,True,False
25,4.5,23,16.601046189403377,False,False,True,False,True,False
22,3.7,43,6.210618323092562,False,True,False,False,True,False
37,4.1,35,19.39519667428027,False,False,False,False,True,False
33,3.9,42,19.663125922534896,False,True,False,False,True,False
22,4.5,20,7.448379823536196,True,False,False,False,True,False
37,4.5,21,19.761706467413592,False,True,False,False,True,False
22,4.5,14,6.147383751705428,False,False,True,False,False,True
29,4.6,27,7.771834302405086,False,False,True,False,False,True
23,4.5,21,13.428872375814212,False,False,False,False,False,True
28,4.9,19,20.177913041348635,False,False,False,False,True,False
28,4.8,40,12.41960204102968,True,False,False,False,True,False
20,4.9,10,10.880887117732282,False,True,False,False,False,True
24,4.0,31,6.118933768642428,True,False,False,False,False,True
39,4.6,28,4.674341511234465,True,False,False,False,True,False
24,4.6,38,13.613850325840419,False,True,False,False,False,True
32,4.7,33,6.117219095561938,False,False,True,False,True,False
28,4.5,27,4.560890658020926,True,False,False,True,False,False
26,4.9,27,3.1162479956299673,False,False,False,False,True,False
24,4.8,23,4.663658229921789,False,True,False,False,False,True
29,5.0,34,12.161009703058534,True,False,False,False,True,False
23,4.8,29,20.85172635753384,False,False,False,False,False,True
30,4.5,23,19.688340311678566,False,True,False,False,True,False
21,4.6,23,11.919595217848318,True,False,False,False,False,True
34,4.9,12,3.0645346577473593,True,False,False,False,False,True
21,4.6,23,3.05960707159485,False,False,False,False,True,False
22,4.6,28,19.97564217448985,False,False,False,False,False,True
30,4.0,32,1.5523012503298028,False,False,True,False,True,False
39,4.1,47,16.368215933468093,False,False,True,False,False,True
23,4.8,23,6.050033592458703,False,False,True,False,True,False
32,4.7,32,7.790401204068506,False,True,False,True,False,False
28,4.6,18,13.972131143083212,False,True,False,False,True,False
22,4.9,18,4.5609611913435995,False,False,True,False,False,True
34,4.9,34,4.632510406545975,False,False,False,False,True,False
34,4.9,21,12.072385194581402,False,True,False,False,False,True
33,5.0,23,7.648080628607945,False,True,False,True,False,False
35,4.9,27,19.362825446415226,False,False,False,False,False,True
36,4.7,44,10.708220667367794,True,False,False,False,False,True
38,4.5,20,1.5526929456613006,True,False,False,False,True,False
35,4.6,27,6.127835452844326,True,False,False,False,True,False
24,4.6,28,8.93786088183146,True,False,False,False,True,False
20,4.7,28,10.562878909252845,False,False,True,True,False,False
20,4.2,38,13.610877575672198,False,True,False,False,False,True
26,4.9,26,7.660205777239119,False,True,False,False,True,False
35,4.8,19,9.06045833751512,False,True,False,False,False,True
21,4.2,37,12.256687342592269,False,True,False,False,True,False
30,4.9,27,13.184483852766967,False,True,False,False,False,True
21,4.5,28,7.7901565957028485,True,False,False,False,True,False
31,4.6,53,13.68092007746041,False,False,True,False,True,False
24,5.0,21,10.594892818182961,False,False,True,False,True,False
27,5.0,33,13.989852322089257,False,False,True,False,True,False
29,3.5,41,20.831167014164606,True,False,False,False,True,False
33,4.8,19,6.117673772819904,False,False,False,False,True,False
26,4.7,25,19.362541804304527,False,False,True,False,True,False
36,5.0,32,9.17632585467143,False,False,True,False,True,False
38,4.7,27,1.4981379318478807,False,False,True,False,True,False
24,4.4,32,7.601245065529116,False,False,False,False,True,False
37,4.6,29,1.5125686168842198,False,True,False,False,False,True
30,4.6,25,9.17431677402621,False,True,False,True,False,False
27,4.5,10,10.72465156807538,False,False,True,False,False,True
37,3.5,37,10.564405615161895,False,False,True,False,False,True
39,4.8,31,4.596439723177665,False,True,False,False,True,False
39,4.8,37,9.088005113715143,False,True,False,False,True,False
29,4.6,33,17.07559440107296,False,False,False,False,True,False
29,4.9,33,19.76218981785925,True,False,False,False,True,False
29,4.6,21,7.68415541716559,False,True,False,False,True,False
30,4.7,36,19.88997830374344,False,False,True,False,True,False
30,4.7,25,1.5202938690324594,False,False,True,False,True,False
24,4.5,10,6.0588489445304,False,False,True,False,True,False
37,4.9,18,20.20631641648197,False,False,True,False,False,True
32,4.2,39,19.364277132208514,False,True,False,False,False,True
29,4.9,18,9.08144495460351,True,False,False,False,True,False
34,4.2,33,6.232193723015724,True,False,False,False,False,True
35,4.5,26,3.0736267316959007,False,False,False,True,False,False
35,4.5,22,5.860416837896751,False,False,True,False,True,False
27,4.7,15,1.536829311966258,False,False,True,False,False,True
27,4.7,18,16.901690663165983,False,False,True,False,False,True
22,4.5,15,7.573462889023675,False,False,False,False,True,False
31,4.7,20,1.529743511582863,False,True,False,False,True,False
33,5.0,42,12.435204072231338,True,False,False,False,True,False
37,4.3,36,6.11924534302912,False,True,False,False,False,True
20,4.0,33,16.63687991359242,False,False,False,False,False,True
32,5.0,49,13.735754037289178,False,False,False,False,True,False
28,4.0,37,19.618630653002526,True,False,False,True,False,False
36,4.2,47,10.587819003215479,False,False,True,False,True,False
35,4.5,29,1.5525704156536744,False,True,False,False,False,True
25,4.3,34,16.902051800243928,False,False,False,False,True,False
29,4.6,21,3.1162384958431986,False,False,True,False,True,False
36,4.2,31,6.147038743530447,True,False,False,False,False,True
37,5.0,17,14.044682503974984,False,False,True,False,True,False
36,4.7,30,13.89484555312174,False,True,False,False,True,False
29,4.6,19,13.971759900424741,True,False,False,False,False,True
31,4.9,35,12.257021346006622,False,False,False,False,True,False
39,4.2,38,11.91667929885388,True,False,False,False,True,False
23,4.3,31,20.253584375809147,False,True,False,False,True,False
21,5.0,15,4.674172124263269,False,False,True,False,False,True
31,4.6,19,9.180904863919633,True,False,False,True,False,False
38,4.8,25,13.971881683316301,False,False,True,False,True,False
28,4.7,28,10.711191521545718,False,True,False,False,False,True
29,4.6,19,7.726661980358243,False,False,True,False,False,True
28,5.0,17,12.436148456121032,False,True,False,False,True,False
30,4.1,44,12.463962426993913,False,False,True,False,False,True
34,4.9,24,1.5204190072774333,True,False,False,False,False,True
29,5.0,24,1.5204190072774333,True,False,False,False,True,False
35,4.9,28,8.938093974530164,True,False,False,False,False,True
39,4.8,23,3.027364828628622,False,False,False,False,False,True
23,4.6,12,4.681747445577176,False,True,False,False,True,False
30,4.9,25,6.058876303739157,True,False,False,False,True,False
28,4.8,17,13.681416111912892,False,True,False,False,False,True
29,4.6,25,9.054602228168925,False,True,False,True,False,False
20,4.8,18,9.326872529115304,False,True,False,False,False,True
39,4.3,38,4.663658229921789,False,False,False,False,True,False
22,4.7,20,19.76188040923094,False,False,False,False,True,False
38,4.3,26,1.5368503798521727,False,False,True,False,True,False
25,4.6,33,13.583332471810195,False,False,True,False,False,True
33,4.8,30,9.326113870789774,False,True,False,False,True,False
35,4.8,28,12.419787919082209,False,False,True,False,True,False
20,4.6,23,9.121375406203297,True,False,False,False,True,False
39,4.3,32,13.99001950805727,False,False,False,False,False,True
30,4.8,22,14.044305460884756,False,False,True,False,False,True
39,4.7,39,9.326603239772547,True,False,False,True,False,False
24,4.9,21,10.88095073745098,False,False,False,False,True,False
37,4.3,31,4.5883872060778055,False,False,False,False,True,False
33,4.8,27,3.0907706842873583,False,False,False,False,True,False
26,4.9,19,6.217860689144307,False,True,False,False,False,True
21,4.5,18,10.817079414296114,False,False,True,False,True,False
21,4.7,16,1.5094402621798344,True,False,False,False,True,False
27,4.9,16,16.852834881460105,False,True,False,False,False,True
26,4.7,19,2.9796265189931233,True,False,False,False,True,False
37,4.9,42,19.34361316327686,False,True,False,False,True,False
22,4.7,20,17.078028601490022,False,False,False,False,False,True
32,4.9,20,3.073660615290314,False,True,False,False,True,False
37,4.6,41,13.830131455506187,False,False,True,False,True,False
33,4.7,42,4.540575857362341,True,False,False,False,True,False
29,4.8,25,20.182634488293672,False,False,False,False,True,False
37,4.3,37,13.767318777064409,False,False,False,False,False,True
29,4.6,15,4.657619913371798,True,False,False,False,True,False
29,4.6,39,17.07649014379466,False,False,True,True,False,False
20,4.4,28,1.5204696675466998,False,False,True,False,True,False
28,4.8,22,10.72414547103075,True,False,False,False,True,False
23,5.0,13,4.528158738548494,False,False,True,False,True,False
39,4.9,38,20.20593639018606,False,True,False,False,True,False
35,4.9,29,7.772809995408273,True,False,False,False,True,False
35,4.9,18,7.562491288861812,False,False,True,False,False,True
28,4.7,18,3.073687981631253,False,False,False,False,True,False
28,4.8,20,10.757014337994882,False,True,False,False,False,True
28,4.8,25,7.5735237341835395,False,True,False,True,False,False
38,4.7,28,6.232403352170867,False,False,True,False,False,True
38,4.7,30,6.081595038517862,True,False,False,False,True,False
22,4.9,10,3.025098484224574,False,True,False,False,True,False
35,4.6,17,3.040641621538495,False,False,True,False,False,True
24,4.6,19,1.5136713101657704,False,False,True,False,False,True
21,4.6,23,4.674220356187267,False,False,False,False,True,False
26,4.6,16,9.088005113715143,False,True,False,False,True,False
20,4.7,13,3.1046911695399038,True,False,False,False,True,False
28,4.7,15,7.573406195224182,False,False,True,False,True,False
25,4.7,27,7.546680469081603,False,True,False,False,False,True
28,4.5,20,10.721987300671117,False,False,True,False,False,True
36,4.3,33,9.31488473286169,False,False,True,False,True,False
34,4.1,30,3.0594028768209838,False,True,False,False,True,False
33,4.6,20,7.5735237341835395,True,False,False,False,False,True
27,4.6,28,1.5524064590051572,False,False,False,False,True,False
28,4.7,25,9.348433430020535,False,False,False,False,True,False
20,4.6,15,4.537922749289298,False,False,False,False,True,False
35,4.9,22,1.5581244322254744,False,False,True,False,False,True
28,4.0,34,1.5294972211332267,True,False,False,False,True,False
20,4.2,46,9.315745361545886,True,False,False,False,True,False
33,5.0,29,6.080891507842322,False,False,True,True,False,False
24,4.7,26,5.8604999332882075,False,False,True,False,False,True
33,4.6,34,4.6575909554297805,False,True,False,False,True,False
20,4.8,18,12.103166363270562,False,False,True,False,False,True
25,4.5,18,6.209442398392529,False,False,False,False,True,False
31,3.9,38,17.09799694004444,False,True,False,False,True,False
21,4.7,13,3.088376284911997,False,True,False,False,False,True
24,4.2,22,2.9761172465523953,False,False,True,False,True,False
39,5.0,37,13.830329612968956,True,False,False,False,True,False
20,4.6,19,13.760880474936114,False,False,False,False,False,True
29,5.0,32,9.177805335295872,False,True,False,False,True,False
23,4.8,17,1.5126000890232916,True,False,False,False,True,False
36,4.1,25,9.326725258722023,True,False,False,False,True,False
38,4.6,23,6.050551152462876,False,False,False,False,True,False
26,4.9,21,3.1053645449072986,True,False,False,False,True,False
26,4.7,19,12.234645517155798,False,False,True,False,False,True
25,4.5,23,10.64105130998624,False,True,False,False,True,False
35,4.8,27,1.5126021292430176,False,True,False,False,False,True
29,5.0,43,13.89436656007663,False,True,False,False,True,False
22,4.9,25,19.395547662925235,False,False,False,True,False,False
29,4.6,30,13.970632221184006,False,True,False,False,False,True
30,4.7,47,19.362580183465894,False,False,True,False,True,False
32,5.0,20,1.5126978119717678,False,False,False,False,True,False
23,4.6,19,13.407238587856966,False,False,False,False,True,False
26,4.9,30,10.905993510336609,False,False,True,False,True,False
28,4.6,14,12.162424445777306,False,False,False,False,False,True
38,4.9,17,13.61116354777465,True,False,False,False,False,True
25,4.8,22,4.609743188391016,False,False,False,False,True,False
26,5.0,28,12.11655916281721,False,False,True,False,False,True
39,4.9,33,6.210849324534313,False,False,True,False,True,False
25,4.9,16,13.789485363023294,False,False,True,False,False,True
26,4.6,26,10.806772793809738,False,True,False,False,True,False
38,4.6,23,1.5099339507374587,False,True,False,False,True,False
39,3.4,34,13.619597248656556,False,False,False,False,True,False
24,4.6,21,19.08960903186475,True,False,False,False,False,True
35,4.3,33,4.469362226704516,False,True,False,False,True,False
33,4.6,29,16.636808584025776,False,False,False,False,False,True
30,4.7,20,16.902051800243928,False,False,True,False,True,False
33,4.7,16,4.560926278066122,False,True,False,False,False,True
39,4.9,33,9.31544163550089,False,True,False,False,True,False
26,4.9,43,19.975696041451314,True,False,False,False,False,True
28,4.7,22,13.68092007746041,False,False,False,False,False,True
20,4.7,19,17.074904296042025,False,False,False,True,False,False
25,4.0,34,19.976712110350487,True,False,False,True,False,False
29,4.9,29,13.735905815379882,False,False,True,False,True,False
37,4.8,30,7.6461047483215205,True,False,False,False,True,False
32,4.9,16,1.4923280527588916,False,False,False,False,False,True
22,4.8,15,1.5292976945190186,False,True,False,False,False,True
28,4.6,39,12.29343378697411,False,False,False,False,False,True
25,4.7,16,16.852834881460105,False,False,False,False,True,False
39,4.9,17,7.763196932715944,False,False,True,False,False,True
20,4.8,20,2.9794951426843785,False,False,False,False,False,True
31,4.5,29,2.9790002034338934,True,False,False,False,False,True
38,4.7,15,2.9802493849187557,False,False,False,False,False,True
22,4.2,18,3.0295373875696914,False,True,False,False,True,False
33,3.9,34,16.388699354723066,False,False,False,False,False,True
24,4.6,26,12.463883024166657,False,False,True,False,True,False
23,5.0,25,16.635518179509837,False,True,False,False,True,False
34,3.7,37,12.256046315965444,False,False,True,False,False,True
37,4.8,29,3.0736336615831137,False,True,False,False,False,True
21,4.9,18,20.848074005447355,False,True,False,False,True,False
38,5.0,53,19.974163074784503,False,False,False,False,True,False
27,4.1,27,3.0201605229873048,False,False,False,False,True,False
35,4.5,39,12.238686345324815,True,False,False,False,False,True
25,4.7,18,13.97065239831014,True,False,False,True,False,False
30,5.0,20,17.09799694004444,False,True,False,False,False,True
38,4.6,17,10.709003371535417,False,True,False,False,False,True
36,4.3,31,4.674153680097242,False,False,False,False,True,False
30,4.1,49,13.828993309155415,False,False,False,False,False,True
28,4.7,18,1.5581193629487389,True,False,False,False,False,True
24,4.9,14,9.316114128266733,False,True,False,False,True,False
32,4.0,35,10.906412696832646,False,False,True,False,False,True
22,4.5,21,7.772253320446165,True,False,False,False,True,False
31,4.6,45,19.914688541860013,False,False,False,False,False,True
35,4.8,25,3.1213024454301257,True,False,False,False,True,False
23,4.1,36,13.620606901382935,False,False,True,True,False,False
22,4.6,25,11.919595217848318,False,False,True,False,False,True
32,4.7,16,7.546361142984559,True,False,False,False,False,True
29,4.6,33,19.76106632827125,False,False,False,False,True,False
